,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,Class
16,-30.403883,85.96231,-6.257009,32.200726,1.03984,19.063255,-4.2059617,15.228378,-13.525252,8.219979,-13.655778,8.819483,-12.013821,5.4288087,-13.86683,4.9286065,-11.407627,5.8595686,-11.276739,0.030196613,-11.692509,4.6935644,-5.599288,1.2557319,-10.379913,-4.163481,-10.56479,0.10744674,-2.7075791,2.578754,-5.980938,-2.7756753,-4.9220824,0.5421905,-3.1057775,-0.8589644,-5.4057937,-2.4086847,-2.5920646,-0.87955534,Q1
17,-60.93061,101.17529,-4.3681855,34.59486,-5.7418714,16.610836,-13.545773,13.698401,-8.4539585,14.739181,-13.015441,12.504461,-7.086823,7.391613,-6.224359,7.3608065,-10.688246,2.8522408,-7.2761426,4.6518335,-4.0427494,5.4462643,-4.039463,1.8163358,-9.653693,-1.2579025,-4.3931723,1.855267,-3.5164394,0.3995802,-2.5264199,3.381568,0.963703,-1.9905013,-6.391297,-5.3106008,-5.2161913,-1.5392153,-2.2540996,0.49782804,Q3
18,-21.529444,76.47251,-2.2644255,19.906443,-6.131616,30.948956,-13.871319,15.764481,-7.454015,17.316452,-12.063538,7.949787,-7.2042937,10.080846,-7.9454846,11.664833,-0.5101859,9.664971,-5.6959944,7.944407,-3.4471526,6.4451766,-5.6849174,3.5568094,-7.1216474,2.8976796,-6.0052285,-0.8287017,-7.802155,0.87103635,-1.3764386,3.8176317,-3.8968344,-1.694763,-5.437404,-2.0795188,-4.8565564,-1.3890328,-1.978706,-0.42902917,Q3
19,-179.27213,107.85993,-17.020555,44.11991,-2.5854037,-4.295811,-9.507432,10.102021,-26.08708,-4.279204,-15.524921,2.2263188,-19.892344,0.5927253,-9.871999,6.966893,-9.825745,-2.494232,-8.600294,3.9682455,-9.847059,-1.5072362,-8.195475,-1.7273157,-6.4736753,3.2655888,-0.12786213,0.581333,-3.596967,3.125049,2.351278,3.7404633,-0.73546374,-0.9586248,-0.12036329,3.4900475,2.97668,5.179229,5.5914235,1.596623,Q3
20,-120.53951,100.20464,11.52861,28.76067,2.3121274,23.489962,-10.820901,15.999189,-10.900103,13.891949,-7.639638,7.651877,-12.029543,4.6048408,-9.72586,6.433452,-11.646302,4.215407,-11.060867,4.383594,-7.0051537,1.3468283,-6.9101367,1.2328624,-5.4030256,-0.76850915,-6.998251,0.31911024,-3.5853946,3.3128269,-1.2300825,2.113806,-0.96350634,1.2070811,-1.7912877,-0.82740057,-1.9753482,0.26894268,-3.2351592,-2.4299073,Q3
21,-266.88892,116.19544,17.564043,37.211864,-7.455227,17.4534,-7.73155,8.437134,-6.033163,4.471531,-8.195985,1.4911162,-6.253297,4.3031445,-6.7608514,4.875991,-8.249443,0.8760474,-4.4413853,-3.8615944,-5.9077806,-4.3464084,-7.808992,-3.8176317,-6.227998,-0.8472764,-2.7769709,-2.4824016,-1.8267435,-1.7665205,0.13088633,0.5580576,-3.269908,-3.126191,-3.158317,-2.5527232,-4.531433,-3.7331793,-2.479787,-4.6626167,Q4
22,-288.32547,108.66588,25.895681,40.909946,19.306728,10.639495,-5.060652,21.645905,-10.994755,8.036821,-2.1980255,-0.15968208,-5.244514,3.0606396,-8.876152,-2.6354187,-9.833816,-1.872511,-3.8079114,-3.8793368,-2.8486497,0.49722853,-8.8973,-3.3923168,-8.278621,-3.8528748,-7.206728,-5.8395224,-10.14146,-4.962939,-6.5126147,-3.5375373,-2.0751956,-3.161423,-0.91541535,-0.97045183,-5.615371,-3.375779,-5.5313067,-3.5415006,Q4
23,-97.72632,135.12549,-7.39591,33.5574,-5.090158,18.584183,-11.125658,15.225024,-5.522069,14.556689,-11.791136,9.436955,-5.5950313,11.852824,-3.555598,11.709535,-7.4918942,5.9058294,-5.4084096,5.2265596,-7.392547,1.1104509,-2.027077,0.83239794,-1.7962823,3.5074596,0.73645216,1.8257128,-2.6933608,-0.68282926,4.2630024,2.3195517,-6.307088,-1.2032021,1.8778956,1.6660075,0.345005,-0.1281553,1.4892588,-1.9246124,Q1
24,-298.2194,127.834145,21.286016,23.744953,-4.0352726,28.23061,-8.412886,0.8570383,-6.3371854,6.8451495,-18.146639,-7.4064355,-30.6349,-5.163937,-16.722273,-12.607618,-12.75159,-3.0602746,-4.3736897,0.9060051,0.18197855,-4.054119,-3.5318906,1.3979728,-7.959476,-4.1817164,-7.0214972,-3.3322012,-12.06068,-1.8543712,-6.679916,-1.4010803,1.2794963,-1.209808,-2.0483377,-2.7374132,-3.8142073,-5.1825514,0.08381414,-2.2321296,Q4
25,-33.74885,51.394806,-1.4422038,63.126762,2.9498417,24.925371,-8.1429615,24.044937,-14.17974,17.464771,-10.038925,18.066353,-16.570496,7.4197974,-14.34329,10.583031,-9.29087,8.548672,-5.813858,3.8629122,-12.323722,2.5043116,-8.654727,1.9702948,-6.905276,1.9282364,-5.3973827,1.6119084,-6.708813,-0.43451563,-7.2443104,0.0017667351,-4.4556594,-1.1908092,-3.4375129,-0.7103436,-2.5286505,-0.21542837,-1.0573566,-1.4594367,Q2
26,-133.20114,64.44149,-14.200495,37.50258,-7.6639175,11.404172,-13.071975,11.898473,-21.051825,11.150638,-16.425497,12.856714,-13.924492,6.1090755,-12.521384,6.5136147,-10.137997,8.026452,-7.161303,6.7643905,-8.136277,5.077151,-6.1279464,4.0429974,-0.7381879,1.0831585,-5.088062,0.116778366,-8.095531,2.002077,-0.55907804,0.19614455,-3.4283516,-4.3852763,-5.3853087,1.192861,-1.8259796,-3.0804446,-2.6358647,-0.13670287,Q3
27,-153.90207,114.037575,-21.416399,25.78913,-5.7522798,15.408216,-14.909396,3.976949,-13.042471,6.515377,-10.567832,8.035214,-7.636991,4.790537,-8.215453,2.6049562,-6.321897,3.6347716,-7.6190047,-0.16647603,-4.9886456,-1.3953503,-5.896532,2.6004539,-3.55792,-2.340093,-5.0128355,-5.3043714,-3.795899,-0.31445995,-6.2864776,-3.8491075,-5.0170836,-1.8437151,-0.13649566,-0.14112459,-2.776049,-3.4218628,-1.3399296,-0.2961299,Q1
28,-116.235886,111.15941,12.374714,34.810375,0.5807294,19.838531,-8.809792,8.622642,-12.832371,2.3351407,-11.677775,8.850505,-7.020697,4.713896,-12.006487,5.6294956,-6.950959,4.9551687,-8.106944,-0.4959168,-5.3339095,4.115748,-4.62252,4.706086,-1.1763685,4.7612433,-1.9627051,1.1901591,-4.977824,-0.40375203,-2.6261942,-0.8645553,-1.4639136,1.8475239,-0.9183043,-0.97448325,-1.9969755,0.61806893,1.9939276,0.913832,Q1
29,-211.70352,140.4333,-45.71802,65.73747,-6.7199836,11.286331,4.16445,2.7106776,-0.26306394,7.1895046,4.016476,2.0607321,-3.2800622,-6.503042,-3.4819136,-0.65784305,-3.1763952,-2.1206076,6.9728937,2.3004405,-11.829383,-8.903515,-5.4598336,-4.6246333,-0.5147377,-2.3693988,-4.735262,-1.9074645,-7.297169,-7.63628,1.2051876,-6.444661,-2.266297,-2.930742,-5.956576,-5.167841,-7.8585362,0.1658204,0.7982478,-0.26986971,Q3
30,-19.45968,84.94902,-12.860996,37.384743,-4.154333,18.984606,-12.620227,22.445036,-8.123141,14.929289,-5.339461,11.912511,-10.921243,6.8999367,-11.690084,6.7975245,-13.875936,2.6877449,-6.5211825,5.8292127,-4.868884,4.468563,-7.4823027,1.332294,-7.888821,-0.06488886,-6.9427423,-0.7911985,-3.162601,-2.0677247,-8.595229,-1.335572,-2.8791306,-1.8174564,-5.0060616,-3.7230144,-3.0852785,-0.53576297,-1.6651088,-1.9639888,Q2
31,-284.53522,155.30925,-12.063383,42.750698,-8.28474,12.447765,7.0868015,-10.115701,7.0973654,0.33608484,1.7982744,4.687919,-3.48869,-3.173468,-0.84184307,-1.1193508,0.09826036,-2.972128,-0.35962382,3.1318839,1.875061,1.7247095,-1.4057667,-4.4551973,-2.8991659,-3.7630837,-2.316199,-2.7982588,-6.4270315,-2.089808,-0.32844248,-1.7769858,-1.3316678,-5.442009,-5.8272214,-1.6735529,-1.4180926,-1.3488768,-0.049613792,0.48111987,Q1
32,-139.72249,88.61065,14.329551,32.830505,-1.5332651,19.784302,-11.168933,12.389135,-14.783456,10.041222,-10.143369,1.4029152,-10.565111,6.7246184,-5.877472,5.199955,-9.261804,5.6069307,-5.128365,6.2415943,-0.9972727,3.7808194,-3.423368,1.7428503,-2.8471541,0.4506423,-0.66727245,2.9809036,0.048541114,3.3132963,0.7226754,2.6115537,0.024449639,-1.0847579,-1.0993431,0.063404,-1.6025898,-4.2203026,-0.07815617,4.5964236,Q3
33,-3.6811097,101.86699,-22.95328,25.079372,-6.520714,18.20264,-8.86406,23.885975,-5.1895223,17.546745,-7.3466887,16.372532,-8.863146,11.661685,-5.8801847,11.932049,-9.391074,7.370042,-4.8786054,7.013197,-9.146122,5.3316784,-5.120037,4.1495047,-6.1097603,1.4812958,-4.326861,2.3871899,-6.587735,-0.57861227,-5.2579503,2.008794,-2.4871542,-0.7799346,-3.3840508,-0.03022025,-3.4468079,0.07366816,-0.92467123,1.4112761,Q2
34,-360.18167,114.56321,32.87629,44.71691,21.883677,12.595595,-4.630468,7.9081473,-3.647611,-2.8028736,-5.2943363,-2.8230245,-8.065581,-0.7449591,-4.46514,1.5362968,2.087601,-1.6694604,3.2173865,1.1871638,-2.5921571,-1.5759732,-2.0343854,-2.6820817,0.93440384,2.6963081,-3.2991705,0.29304495,-0.66418344,-5.5778565,2.0141344,1.8083298,-3.1464875,-1.4819134,0.8085471,1.4018058,0.94412583,-0.6650806,1.5528324,-0.8704257,Q4
35,-144.00787,137.8728,-46.470573,62.079773,-5.2373886,16.114136,-18.597408,10.286638,-4.9304132,-4.2049437,-5.1472955,-5.776416,-8.24017,-2.1682477,-2.3188238,0.1878673,1.3133599,0.11993142,-3.5310826,-1.458536,-6.266501,-3.6527693,-1.2067657,-0.52571404,-3.8069038,-0.22498758,1.2175363,-1.119663,-0.39281416,-3.8628259,-1.7143661,-1.9475439,2.808108,-0.15849277,-2.679132,-4.044921,-4.0025134,-2.908687,-1.5089676,0.2269444,Q4
36,-322.4777,172.48383,-7.8893356,44.93777,11.465296,-2.8918326,8.051753,-6.213643,-5.1072016,-3.9062035,-2.0592213,-0.20531976,-2.7320518,-3.276052,-3.8274364,-1.5549614,-2.3631628,0.86039823,3.2979224,1.1238918,0.975089,0.30273092,-1.262193,-0.8158912,-1.3585262,-2.5162704,-0.69950783,-2.6876967,-1.8968143,-1.6711776,-4.114199,-2.7880738,-2.4212906,-1.8923506,0.7485825,1.5300472,0.37180394,-2.2897246,-1.7345892,-0.14010349,Q3
37,-257.82135,124.44212,3.7740774,20.192324,-5.1496096,17.178553,-12.926557,4.466377,-14.130301,-4.962651,-6.2207036,-3.1793816,-5.0260963,-2.104419,-3.6246402,-3.3597693,-9.097002,0.38192454,-6.9505587,-0.88618624,-1.3770989,-0.51529425,-3.6245112,-2.9254842,-4.9404974,-2.7502277,-0.7762607,1.2821549,1.5546794,-1.3578193,0.6261393,1.0729834,0.9970871,0.34318948,-0.13527578,-0.9351664,-1.1846782,-1.6319046,0.011887056,1.3673409,Q3
38,-268.61844,150.72194,-52.63044,17.99934,5.6353216,-21.35042,-6.410438,-3.9302626,-3.1962545,-5.9170365,-1.0484458,-6.427834,-7.599341,-0.015282166,-1.6227396,-1.8869302,-2.4846983,-2.2226954,-1.16757,-3.0070105,-2.5851083,-1.3776501,0.2090023,1.0425811,2.2174704,2.6543846,-3.6930878,-3.2516987,2.688954,-3.426567,-8.158511,-1.8295529,2.5261104,1.7596266,1.3090985,0.781287,-1.8448229,-4.8955393,-2.982051,2.3848808,Q1
39,-256.9556,124.59377,-3.7589417,39.734543,1.3619324,8.523516,-4.8354344,11.178302,-10.913752,11.649098,-5.200237,5.658248,-2.4726946,-2.6506002,-3.8766515,3.1890783,-10.046335,2.5960476,-13.203674,1.1357284,-2.431172,-2.0929246,-10.556529,-4.823969,-10.549695,-11.138728,-10.838946,-9.570742,-9.606606,-1.799297,1.7719506,3.0591624,2.4845254,1.7944449,-2.3416781,-7.1848817,-4.0628786,-5.403336,-0.8593442,-2.9192228,Q4
40,-123.180214,124.29148,6.636503,32.686283,-6.7559266,21.189985,-6.309561,14.790331,-9.199374,8.912584,-10.212688,5.105131,-11.320203,6.5860114,-5.7970877,3.1102905,-4.323945,5.006458,-2.4547267,3.3337958,-2.002283,2.1924796,-5.273223,-1.2346574,-4.1371007,-1.4254167,-1.9342841,0.9840757,-3.610727,-4.760958,-1.0906341,1.372368,-1.9071007,-1.0149375,-1.8220805,-2.1416237,-0.43201688,-1.5639416,-1.30323,-2.757194,Q4
41,-148.89604,149.7494,-35.040073,26.823849,-12.107783,7.8041286,-13.984811,7.328587,-22.408195,-1.0784312,-7.9006615,-9.235342,-0.99731094,-12.2392645,-3.0226343,-9.347573,-2.2322333,-9.734774,0.10287395,-9.441439,-1.0545493,-0.7946065,-5.239427,-3.4186342,-6.6840854,-4.7643437,-5.7948003,1.6404009,-3.832909,0.4075362,-4.2111664,-1.0686139,-0.47379944,-0.12854034,0.9813805,0.3854514,0.47631976,-1.0687939,1.8232317,-4.074302,Q3
42,-193.7146,143.76398,6.078288,43.86294,5.1886525,4.7908874,-6.6812477,13.280189,-14.450702,8.96537,-7.540846,1.4001586,-1.4866047,-0.41387326,-8.797931,7.439054,-16.4064,6.2142305,-5.104257,0.3550411,0.63772696,1.7359899,-6.5581174,-5.1855288,2.0158286,-2.7525177,-0.8107432,-0.289999,-4.948516,1.1530999,0.3396758,-3.6196632,-4.8310704,-5.935854,-4.100283,1.9845189,-1.1945438,1.4836415,-1.0486996,-2.9528055,Q4
43,-291.14557,114.676445,27.910448,42.374657,10.77314,24.467293,4.4932547,17.288671,0.6990729,9.772564,-0.3543149,8.054594,-0.6165978,6.5939302,-1.222376,4.9529924,-1.3824632,3.5334663,-3.6858058,1.7531817,-2.0818458,1.6517751,-2.874528,-0.11141473,-1.20415,0.65312743,-0.48521873,-0.82890344,-2.0079634,-2.1130862,-2.7799559,-3.6641839,-4.0207944,-3.397896,-2.736825,-2.4078915,-0.62336636,-0.8990123,-0.5034667,-2.4412081,Q1
44,-215.76993,155.71217,13.213667,19.904531,4.0014186,13.899463,-14.113042,-2.1765802,-10.820898,5.3762474,-1.9601347,0.31575933,-7.91106,3.304959,-4.0421042,-0.03497121,-3.9400814,-2.2738721,-1.2924212,-0.644034,-3.9354951,-3.649038,-6.268048,-3.5180287,-1.3850958,-1.7552576,0.17634577,-1.372597,-2.80419,-7.9882073,-11.306239,-5.03235,-0.9145038,-3.6524215,-3.103965,-6.2638674,-5.598974,-5.5916424,-0.46343142,-1.386206,Q4
45,-92.62092,83.0848,25.335781,40.560112,-5.9004955,15.004422,-7.547395,12.462878,-13.942713,11.805132,-7.630008,3.9777985,-10.602932,7.638741,-9.971795,11.528617,-10.142807,7.459709,-5.934022,5.7133217,-5.8724566,6.423221,-5.711461,4.6752276,-6.627342,3.0955772,-5.287451,1.6719874,-4.9252615,-1.5325271,-3.544462,1.3476119,-0.4701213,0.043801703,-0.8195437,-2.248524,-2.921717,-4.575408,-4.05514,-1.9385616,Q4
46,-30.312346,64.06923,-9.400626,61.179657,-0.2840877,24.63565,-7.934725,23.648542,-13.391527,17.343464,-11.18911,15.457882,-17.510143,7.7169456,-14.587745,10.836097,-10.824834,8.738362,-6.0501766,4.1085453,-11.350933,3.282473,-8.755481,0.5064326,-6.485903,1.2184908,-4.689536,0.4134503,-5.614866,-1.5135139,-8.467472,-0.33149806,-5.514985,-2.7706378,-3.9434886,-1.7250078,-3.2842822,-0.79189056,-1.1277913,-1.9163339,Q2
47,-90.99375,93.597374,14.105638,32.190334,-1.3255107,23.756657,-6.2805214,19.295464,-9.224706,13.219725,-1.104019,12.058473,-1.4629071,11.742082,-4.317278,8.022587,-6.292267,7.0103674,-2.1126935,7.5632215,-0.52917254,10.146567,-0.6601537,5.266276,-1.8408746,6.0593553,-2.9261599,1.7820952,-3.43716,1.8686463,-1.9293877,0.8749167,-4.497672,-0.243439,-1.0671147,1.0359814,-3.5650742,-2.6856158,-3.2601721,-0.6721754,Q2
48,-130.37215,109.3591,-17.866255,40.344166,-29.3125,8.641636,-18.563175,-2.3210628,-8.765469,0.5726385,-6.089736,7.1043253,-2.7010915,-5.010904,-11.105181,0.9078056,-13.16975,-0.14609578,-0.6238579,-1.7639419,-5.2107873,1.5092338,-3.170401,-2.120561,1.8338068,-0.013891978,-6.4081464,-1.2527995,-1.8400387,0.67867386,-3.9076443,-6.9880295,-2.5141435,-1.4071503,1.6085875,-1.747058,0.40552503,1.1258601,3.0485244,-7.844444,Q3
49,-351.40936,172.09424,14.313613,-5.779654,-8.8927965,6.9175525,8.541311,26.260563,13.238644,7.3407583,-1.0194392,15.699141,9.931135,1.27501,-9.315242,-1.8642848,-1.1023631,0.6925614,0.83798903,1.6104296,-4.807538,-5.4288926,1.5005441,4.968482,7.2680025,7.402899,5.9335237,1.7153745,-1.8006084,-8.562081,-4.8369203,0.76721245,2.4260163,-1.825268,-2.2598226,-4.565609,-3.1921475,-2.1356,-0.8159943,-4.141108,Q4
50,-176.97298,148.10596,-32.715797,42.34912,-3.8954787,-2.8920352,-5.2922616,-7.276362,-10.327093,-1.5604955,-7.5330696,-0.3015429,0.2582116,-4.088412,-0.7009157,-0.51947504,-5.3603506,-5.984231,-2.5504627,-6.0348525,-6.2925606,-7.0160675,-4.146546,-1.7591655,-0.7383659,-0.79052263,-0.4800637,-1.2787282,2.224655,2.8406594,-2.7734458,-4.953133,-0.81554574,2.8553565,2.7339861,1.2292478,1.1612182,-0.90690774,-4.0659184,-4.4489083,Q4
51,-208.06612,128.59583,-10.706339,27.661745,-7.8329077,5.2789474,-14.212114,0.9998165,-14.308737,-2.8189652,-11.757568,-5.362488,-5.43565,-5.3762655,-7.0157413,-4.578571,-5.410219,-6.444124,-2.5710752,-5.687115,-6.986945,-6.7592506,-4.261131,-6.003576,-3.1278067,-5.1402993,-6.471931,-9.979545,-7.136135,-2.6839879,1.5151014,-2.058621,-6.3160353,-6.590898,-2.7333596,0.061094683,1.3394716,0.484288,0.5458018,-0.7007331,Q3
52,-168.05609,105.21248,-10.084665,40.835728,4.23451,5.1797643,-15.1520815,7.6378574,-17.324715,5.046562,-10.842755,-0.64687437,-10.254633,2.93984,-14.738794,7.377972,-13.633503,4.3462844,-5.470468,-0.25962898,-8.096157,2.7203326,-11.293293,-1.4274697,-1.5444468,0.87939465,-1.3372219,4.98479,2.9439201,-1.633514,-6.7881064,-1.747552,1.2487795,1.975652,-0.43731073,-1.2813209,0.09513557,-2.3181567,-2.8674994,-1.2769322,Q3
53,-94.39312,102.780876,-36.671936,59.779037,-22.80159,20.095509,-1.1696216,15.747679,-14.551997,13.0533905,-9.015566,7.7906566,-9.283796,3.092298,-0.7728689,1.8557158,-2.7526345,2.2323105,-3.2336826,-2.1521127,0.65694577,-0.59793633,-0.81313175,0.758042,1.4519805,-2.366553,3.0900245,-1.0529562,-1.2071146,-4.516769,-3.7548246,-0.48825303,-1.0176361,-3.856219,-1.1822737,-4.8782535,-2.4981458,-2.0502295,1.4864256,-0.88531274,Q4
